shortcode,link,embedding
DCUZblUKwXX,https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/466365313_970622344873515_4047316340460850003_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QFbYkM9RwoQV_9KQrJc3PX5GoTBABcskMco18d3zF8jlQB_NJGrQTQCmk5Txcn2E5k&_nc_ohc=6h_nYzP03-IQ7kNvwFPeebD&_nc_gid=D7RufxQcaYsLaQPlqcsY6Q&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzUwMDUzNDYzNTY4ODU3MjM4NA%3D%3D.3-ccb7-5&oh=00_AfFCo9y3075xgV2jAuM2A4aoTksCvNKoEbkus6huGqlbSw&oe=68077E50&_nc_sid=fc8dfb,"[0.908708155155, 0.452491760254, 5.54032611847, 809.975524902, 0.0800284519792, 6.84704971313, 922.61706543, 10.8847570419, 0.527981579304, 10.6233863831, 3331019.25, 0.856017529964, 2.16812841245e-05, 0.00291557959281, 0.00480953510851, 0.00264975638129, 0.00636577187106, 0.00430543115363, 0.000434399727965, 0.000587320420891, 0.00149883853737, 0.000326308858348, 0.000654496077914, 0.000253723643254, 0.000395374314394, 0.00024342040706, 0.000155262227054, 0.000156358306413, 0.000159577582963, 0.000153821980348, 0.000109040658572, 6.68250140734e-05, 5.43844398635e-05, 3.46683955286e-05, 2.71539120149e-05, 7.05898128217e-06, 1.2129847164e-05, 1.20056629385e-05, 7.81224173352e-07, -741.07019043, 162.818710327, -11.4716854095, 40.450050354, 7.73124408722, 0.555755198002, -8.27042961121, 0.209512636065, -13.0383739471, -8.14820575714, -9.36869049072, -6.92639017105, -2.40468740463, -99.5924530029, 134.438827515, -118.902137756, 29.8071556091, -44.0175056458, -13.3683633804, -41.8346214294, -7.90746259689, -27.4898796082, -10.9779033661, -13.8795452118, -1.11804640293, -9.39521408081, 135.886764526, 1.18927383423, 3.85074210167, 0.487439662218, 13.7273855209, 1.90270137787, 0.73420214653]"
DB6qvEoq_nn,https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/465219952_523858093781707_3890963810966499313_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QGY1SUL2gsyHjGAGFRRAwSzA8Vort6LlbZxZdGxuhK4_NxihwudUDDY1dfb_IjIdTg&_nc_ohc=yG8dkT9lpu8Q7kNvwFmgGuj&_nc_gid=W1xOK3OKnzjRgAPd211XBg&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzQ5MzI5MjM5ODI2NTExNDQ2Mg%3D%3D.3-ccb7-5&oh=00_AfGJdbUYwgRdH-aO7hkOaiGT0goiDepSeitokeJL5tKiWQ&oe=680794BC&_nc_sid=fc8dfb,"[0.606996059418, 0.449174076319, 4.0956788063, 1081.46496582, 0.074153766036, 7.35191440582, 1972.70080566, 18.5135803223, 0.572871923447, 12.096950531, 5757106.0, 0.539242863655, 0.001292328001, 0.00743782892823, 0.00142214272637, 0.00184767309111, 0.00377779058181, 0.00162706442643, 0.00133999460377, 0.000673312752042, 0.000610210932791, 0.000305213499814, 0.000237992644543, 0.000177144946065, 0.000149179832079, 0.000141087351949, 0.000147656421177, 0.000116502727906, 0.000160353360116, 0.000210885700653, 0.000212505532545, 0.000171910462086, 0.000174562912434, 0.000133901194204, 0.000156399633852, 0.000172628904693, 0.000195051470655, 0.000246467447141, 6.80705707055e-05, -720.904785156, 128.789382935, 24.2371578217, 12.1900424957, 0.587340414524, -5.68188524246, -5.05571937561, -2.36555981636, -7.29937267303, -1.04753100872, -3.5573143959, -3.56367278099, -3.35606765747, -65.3787002563, 84.0867919922, -85.6195297241, 10.907743454, -63.1268730164, 0.63316744566, -41.263923645, 2.92104029655, -24.0347328186, -1.57169401646, -12.9139671326, -1.7704603672, -10.2062234879, 91.9456100464, 1.15430295467, 5.26266098022, 0.494862139225, 12.50831604, 2.22445344925, 0.652313709259]"
DBZQhFKKhQK,https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/463928819_1078153063902102_196528480930470049_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGBrDsGxytmihhva6pT7Ih_QtiXADppaKff0g42Y_b8j4CDQRNUi2zEaZwYCeYG3-g&_nc_ohc=-6-YmNviUmEQ7kNvwErjER9&_nc_gid=sosXwJFtKfKcd9ZUp21o5A&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzQ4Mzg4ODQxMjIzMTcwNDExMQ%3D%3D.3-ccb7-5&oh=00_AfH1qUfxbEM3jom45POC_yppLKUFtOWS2ArZM1_nVMx0Dw&oe=68079011&_nc_sid=fc8dfb,"[0.95297896862, 0.441465049982, 1.96623921394, 970.72833252, 0.109587453306, 7.2265124321, 1130.4786377, 21.396112442, 0.60224199295, 16.2043457031, 4549879.0, 0.830774664879, 0.00241609592922, 0.0143285579979, 0.00231682742015, 0.00233900314197, 0.00664197327569, 0.00381902977824, 0.00271836994216, 0.00258090882562, 0.0017361829523, 0.000745046767406, 0.000646815053187, 0.000550268799998, 0.000534649996553, 0.000306553964037, 0.000262639281573, 0.000415740942117, 0.000257113773841, 0.000126714177895, 0.000168935162947, 0.000246610725299, 0.000188839956536, 0.000153294939082, 0.000102795645944, 0.000225481708185, 0.000127165068989, 1.53135715664e-05, 1.6812573449e-06, -652.505187988, 149.523712158, 21.7471141815, 22.4497432709, 10.3017215729, -6.94260835648, -3.68451857567, -4.63581085205, -0.496861040592, 5.92902421951, -2.16793370247, 6.41908407211, 3.31352877617, -3.23064661026, 120.63772583, -97.1583404541, 29.7694644928, -61.1795043945, 6.81352233887, -44.3555641174, 11.7462110519, -15.3364896774, 2.9160990715, -6.37028551102, -8.56640720367, -4.70837116241, 178.205703735, 1.46007478237, 4.46754598618, 0.474423229694, 12.3885765076, 2.07810521126, 0.557212710381]"
DA84KIpK3tX,https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/462502292_1271572210922412_5485567336322991619_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QHuAZ0fhoTpvk4ER9WYG6fbfDYsuoAalu2B0onaiSmvyw5qZ_CAnxr0FQUxCsGOtlU&_nc_ohc=uHt1AcLQBDcQ7kNvwHEuj72&_nc_gid=zmcZtM11JGxqqoG7PVrOlg&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzQ3NTg5OTk3OTEyNzE0NjA0Ng%3D%3D.3-ccb7-5&oh=00_AfGLiW7BEJwU_dfenwwX6F1wTjemEX9oXQ3Sxh1zf2JnJg&oe=68078951&_nc_sid=fc8dfb,"[0.923395454884, 0.44985845685, 4.27804040909, 1168.40905762, 0.0927952602506, 7.52265501022, 1443.62023926, 21.8470230103, 0.424036353827, 12.2938451767, 5928497.5, 0.519773840904, 0.0104275075719, 0.0189593210816, 0.00147375278175, 0.000557125138585, 0.00148213340435, 0.00100516248494, 0.00306278094649, 0.000831117678899, 0.00129033019766, 0.000687495397869, 0.0005748103722, 0.000617788289674, 0.000451984757092, 0.000355467607733, 0.000262730696704, 0.000228078963119, 0.000223178081797, 0.000155295012519, 0.00022251700284, 0.000127765859361, 0.000123779565911, 0.000187405545148, 0.000215520150959, 0.00014490551257, 0.000214400060941, 0.00029343389906, 4.04880438509e-06, -700.505981445, 142.095565796, 12.899392128, 10.0712099075, 2.60449838638, 5.14814853668, -3.57548451424, 9.46680641174, -0.0241481307894, 6.11344814301, 8.12403583527, 5.25975179672, 8.12127399445, -45.0685081482, 95.9610900879, -92.6142654419, 11.9251909256, -52.6759605408, 14.8456468582, -29.3107872009, 14.9161634445, -10.71575737, 10.6109447479, -7.35360527039, 9.97020149231, -10.3602838516, 154.844192505, 1.46369624138, 5.70100593567, 0.540833413601, 14.3528327942, 1.90522193909, 0.557212769985]"
DAoSAI7KHKY,https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/461773464_871542648024750_3111423063938031535_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QHKmYbgFzTm_z-Kf5gm27jxpRSqrAVNySECon4F2mC8wuPnIoCc9Q7C_Yeao_lUA6E&_nc_ohc=p_ISx0TN45EQ7kNvwG7P2HR&_nc_gid=Nwhn21qWGKrgQ0h1vBzntA&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzQ3MDEwMjY2NjY5NzkwMjE1Nw%3D%3D.3-ccb7-5&oh=00_AfEfgTCfZs2ndfl1YMS9dYl6x8h6n-e-MZM6qlQh-C0Aew&oe=680780DE&_nc_sid=fc8dfb,"[0.912912070751, 0.455911189318, 4.08250284195, 1174.87683105, 0.107790753245, 7.56558036804, 1179.73791504, 25.5648155212, 0.452257663012, 16.0951690674, 5685649.0, 0.600252151489, 0.00398747203872, 0.0272761229426, 0.0038965200074, 0.00204518204555, 0.00227206363343, 0.00198053498752, 0.00190519099124, 0.00126345106401, 0.000939753372222, 0.000630223948974, 0.000567137496546, 0.00109825737309, 0.00115543045104, 0.000414287380408, 0.000305715366267, 0.000279194384348, 0.000257852458162, 0.000207609133213, 0.000256198865827, 0.00018024072051, 0.000150658248458, 0.000209466728847, 0.000332436640747, 0.000286568916636, 0.000226970267249, 0.000122668789118, 2.41123998421e-05, -663.336181641, 128.786773682, 22.1839637756, 12.495882988, 13.6050386429, 8.99504375458, 5.08315896988, 9.84429836273, -9.11436653137, 4.66802167892, 8.98333740234, 8.03504753113, 6.64975738525, -6.93136692047, 87.8676147461, -85.629447937, 22.2777919769, -47.43384552, 24.6412277222, -34.3497238159, 12.8415670395, -16.3783321381, 10.4816894531, 1.35461461544, 9.95264148712, -12.2668857574, 148.00553894, 1.33801782131, 3.87814640999, 0.44832482934, 12.8913698196, 2.1054391861, 0.528760671616]"
DAgciECqOIG,https://scontent-lax3-1.cdninstagram.com/v/t39.30808-6/461469794_18462250906001169_4723781171549322073_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjMwODA4LmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QF-mSDYg2E0rzOEk_60H3CG58XkrmNXWS5F9mksvuUkhUG0FgMJuzmntavS9zYja3Y&_nc_ohc=uyukZWBOYTQQ7kNvwE6YBnH&_nc_gid=W0QP6NHMU0PX-kjW6GaWLw&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzQ2Nzg5NzE4MTQxMjQyMzI1Ng%3D%3D.3-ccb7-5&oh=00_AfFddSBzDV_oRXidfIECxHieEFhMqkoWrf1UTaNUn3mh8w&oe=68079BD3&_nc_sid=fc8dfb,"[0.949856996536, 0.430338531733, 3.89991164207, 1126.58496094, 0.11154217273, 7.12923049927, 1233.24243164, 18.5978927612, 0.479984343052, 11.3698310852, 4853547.0, 0.844485640526, 0.00100111367647, 0.0196948815137, 0.00572964502499, 0.00264669163153, 0.00281147402711, 0.00173825595994, 0.00416533183306, 0.000428845523857, 0.00115794886369, 0.000190325110452, 0.000253511796473, 0.000558121711947, 0.000396306277253, 0.000413949310314, 0.000288339477265, 0.000154163237312, 0.000287848524749, 0.000231116777286, 0.000299856561469, 0.000238584863837, 0.000237844753428, 0.00024845203734, 0.000129688691231, 0.0001273368689, 5.53541103727e-05, 2.22553608182e-05, 5.73503984924e-06, -701.793212891, 121.356315613, 29.2580490112, 38.3601531982, 10.9518890381, 11.1936063766, -0.430294841528, 2.49418282509, -5.67590713501, -0.413237214088, 7.55897855759, 1.79731619358, 0.541882932186, -47.4372253418, 93.1781005859, -81.0909881592, 45.0240859985, -51.4584236145, 7.8344669342, -32.8941421509, 1.30556750298, -15.6018972397, 2.75110864639, -7.052090168, -0.228032335639, -14.5161209106, 89.897895813, 1.29854869843, 4.57033824921, 0.507475376129, 12.7699213028, 2.12713956833, 0.752851486206]"
DAQ-rg7qfNX,https://scontent-lax3-1.cdninstagram.com/v/t39.30808-6/470176957_18477975493001169_3143070592775667548_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjMwODA4LmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QHPPS4lPg6F4vCJLCBSkn0tHF8El58Vq9ycIN2UGHF6SOKpRJZPeAZ5jXM8QjgQf9Y&_nc_ohc=1L4z_0brwVQQ7kNvwHXUY2K&_nc_gid=mEVL55JvJXurHAXo9Fx0iQ&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzQ2MzU0Mzc2MDI5MDkxNTk5Ng%3D%3D.3-ccb7-5&oh=00_AfE_I2uEfjjQPXKT5F07VTtchfGw5S7Q3d02i6COeDXvow&oe=68079C8C&_nc_sid=fc8dfb,"[0.774501562119, 0.456417262554, 3.92372107506, 1552.33935547, 0.0958904102445, 7.5840010643, 1776.66870117, 21.6265182495, 0.496098130941, 16.58842659, 5000566.0, 0.795356571674, 0.00347803160548, 0.0190721713006, 0.00539135886356, 0.0028970616404, 0.00183477369137, 0.00246899877675, 0.00168796209618, 0.00120065559167, 0.000911267881747, 0.00059467961546, 0.000458391266875, 0.000510996789671, 0.000455285655335, 0.000453195592854, 0.00024745851988, 0.000253258040175, 0.000408609135775, 0.000280960259261, 0.000391274836147, 0.000354341202183, 0.000311063689878, 0.000197849600227, 0.000227822893066, 0.000177615642315, 0.000115030779853, 3.88888511225e-05, 5.75729154662e-06, -663.909179688, 110.423583984, 1.3510286808, 26.2311840057, -3.08288455009, 0.666248142719, -2.83334422112, 2.45869612694, -5.47216272354, 3.51406693459, -0.902781248093, 1.90580964088, -1.01178789139, -27.2304573059, 79.3599243164, -115.12184906, 32.859703064, -61.6367874146, 6.61597681046, -35.0782089233, 8.08088874817, -21.4912662506, 2.76602911949, -12.1046714783, -1.67199599743, -12.0957126617, 155.64440918, 1.07614314556, 4.21916341782, 0.563706636429, 12.8626699448, 1.96930992603, 0.699681282043]"
DABmd0mT2V5,https://scontent-lax3-1.cdninstagram.com/v/t39.30808-6/470248136_18477973588001169_427993206103439354_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjMwODA4LmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QFOgTZSndCyCofaOINQ9P_ncyCxG9fNPU4rgGIIKPqICyjVcSMKmmBBDk6jmMud40Q&_nc_ohc=pq-5kJU8MI8Q7kNvwFs_EGq&_nc_gid=bCwsPnvHuR7OEWpqDhj5vQ&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzQ1OTIxNTE1MjUwNjY5NTA0OQ%3D%3D.3-ccb7-5&oh=00_AfFjhl-kIO5oekOiPlqWNeZ-hLID_GZg_SNZX_5A57v7hA&oe=680778C5&_nc_sid=fc8dfb,"[0.942738771439, 0.45496353507, 2.45373797417, 1500.30053711, 0.0872012525797, 7.38632965088, 1711.7947998, 23.7207756042, 0.513843238354, 18.2538166046, 3623752.0, 1.43982195854, 0.000154864828801, 0.00438185362145, 0.00200947048143, 0.00168889283668, 0.00269638281316, 0.00133616360836, 0.000866905029397, 0.00148662703577, 0.00112472625915, 0.002193961991, 0.000640391430352, 0.00101367209572, 0.000714154390153, 0.0011107341852, 0.00078596995445, 0.00063353771111, 0.000507478136569, 0.000428657076554, 0.000426820857683, 0.000253810285358, 0.000181150389835, 0.000184860793524, 0.000224782590521, 0.00017163688608, 5.11067337357e-05, 9.6096755442e-06, 1.54023530285e-06, -658.094970703, 135.215270996, -21.8177852631, 31.8107376099, 0.0232943762094, 9.69575119019, 0.917767703533, 7.51210737228, 2.30511546135, 3.20055150986, -1.35953354836, -3.91178679466, -5.13453149796, -21.9171142578, 113.650360107, -141.040512085, 37.954662323, -46.9358558655, 9.8136100769, -26.109621048, 2.63598823547, -17.2952156067, -5.99244260788, -14.6142835617, -6.56770896912, -5.23179960251, 85.2138900757, 1.22940576077, 4.59395599365, 0.458557546139, 13.0518035889, 2.00159263611, 0.481513619423]"
C_lV8KWq_EL,https://scontent-lax3-1.cdninstagram.com/v/t39.30808-6/470235942_18476748442001169_1976367239222659932_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjMwODA4LmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QHXfr8yAq7A6AXhhCp0HzBQjfw_vvmevSJqT7mLueUma7IFFYr3YfH6-tPaKNE485I&_nc_ohc=to_hdVlSnvYQ7kNvwHwMPHB&_nc_gid=M0_x9eZVN-YqGnyYchbjNg&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzQ1MTI2MTE1MjM1NDAwNTk2OA%3D%3D.3-ccb7-5&oh=00_AfHTOwQcehOIZAVURKkQsAEqNPzffa4upHnWXyxHPe5sUA&oe=68077D31&_nc_sid=fc8dfb,"[0.956962049007, 0.441045999527, 3.53066658974, 761.708679199, 0.0867400765419, 6.95748376846, 730.441162109, 13.3493967056, 0.457693338394, 11.0697412491, 4006213.75, 0.912819445133, 0.000221313195652, 0.0157042164356, 0.00580200413242, 0.00212975544855, 0.00547102885321, 0.00147081376053, 0.000450496503618, 0.000683254911564, 0.00159208266996, 0.00108554412145, 0.00198797392659, 0.00124296976719, 0.000183817581274, 6.29417045275e-05, 0.00011459961388, 0.000115404720418, 0.000107181171188, 9.73113492364e-05, 6.42278828309e-05, 7.51264815335e-05, 8.13834703877e-05, 5.68587747694e-05, 4.05883474741e-05, 2.5079036277e-05, 1.75219538505e-05, 1.27318171508e-05, 1.02898161458e-06, -709.525146484, 159.497909546, 21.5779438019, 38.9786605835, 6.74652814865, 10.2513790131, 5.77438497543, 12.9626531601, 5.33353042603, -1.03197598457, -6.57962703705, 0.541851043701, 1.20006525517, -54.5418701172, 129.404754639, -83.4553756714, 35.9725112915, -44.3192710876, 9.81844139099, -21.6579742432, 6.61498022079, -21.6198368073, -6.36936378479, -15.6332712173, 2.51609563828, -4.1103849411, 85.8297042847, 1.31873857975, 4.50043916702, 0.451326042414, 14.4435844421, 1.80090534687, 0.655144274235]"
C_Gi6aKKK6c,https://scontent-lax3-1.cdninstagram.com/v/t39.30808-6/470010103_18476743915001169_8918759030112387380_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjMwODA4LmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QFcULAnHt_znzhkmcM0j9xDv0AdRWT6M8ojhhlF8HaCNhE6rqo_hNOAz1e5BEJlNmo&_nc_ohc=Ig7N10uXNFkQ7kNvwF-5-Ol&_nc_gid=MI9DhjArbHJSjgIwbm6hCA&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzQ0MjU5MjUwMTYzOTg1NjQ4Mg%3D%3D.3-ccb7-5&oh=00_AfHWFLaomopQmQf6gqzcZ11INr0s7HlaBXZZyDqHiEFnQQ&oe=680772A6&_nc_sid=fc8dfb,"[0.943864941597, 0.441207021475, 5.27064800262, 1090.44848633, 0.0844421386719, 7.2352848053, 1083.64831543, 20.707649231, 0.403161048889, 10.3614559174, 6011662.5, 0.566080570221, 0.00287425098941, 0.020836064592, 0.00185091397725, 0.00192831456661, 0.00308195943944, 0.00084325595526, 0.00174519384746, 0.000905502936803, 0.00119599758182, 0.000856771017425, 0.000572097953409, 0.000494451145642, 0.000753982574679, 0.000384595332434, 0.000216575092054, 0.000190366059542, 0.000181263298145, 0.000194616688532, 0.000205230273423, 0.000118856354675, 0.000117659968964, 0.000177585839992, 0.000279788422631, 0.000281830201857, 0.000195477143279, 8.39242711663e-05, 6.82323707224e-06, -726.202697754, 119.044052124, 34.9385528564, 23.0251789093, 16.9513816833, 10.6345701218, 5.54451417923, 16.0656051636, 0.938800096512, 2.94238471985, 6.03255558014, 4.45221710205, 1.26353192329, -72.6738357544, 86.0283966064, -71.8493881226, 34.8101196289, -46.2698135376, 24.3681087494, -28.9989070892, 14.7411394119, -14.965379715, 0.797213673592, -8.32559299469, 4.60220623016, -11.7635583878, 120.018745422, 1.19707107544, 3.98256087303, 0.468136489391, 14.3888874054, 1.85791432858, 0.582335293293]"
C9-OkdVqC7Q,https://scontent-lax3-1.cdninstagram.com/v/t39.30808-6/470157961_18476731846001169_8204677225483328725_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjMwODA4LmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QEVap_PO6XhOPljLfr0oxDcMhVVzELk3RqMTjx81RqBDocc6MWUUL16R2-XE5SYLAw&_nc_ohc=FdM8AGcykUEQ7kNvwHGo2GN&_nc_gid=3zfY75YCTQqi5bpfm4i2FQ&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzQyMjIzNjgzMjg3MzEwOTUxNw%3D%3D.3-ccb7-5&oh=00_AfHrlBgn7lZ3bswEDobQWYgMwrMLLY_pBhzEBxAPOmnWZw&oe=68079C65&_nc_sid=fc8dfb,"[0.891038358212, 0.43470236659, 3.0655362606, 958.560302734, 0.106922142208, 7.22922611237, 923.800842285, 17.2162208557, 0.44225692749, 13.4681825638, 4628075.0, 0.783422112465, 0.000352552597178, 0.0155115788803, 0.00652691163123, 0.00221906648949, 0.00242982734926, 0.00268644397147, 0.0026268500369, 0.00154375610873, 0.00130713859107, 0.000762153300457, 0.000500851019751, 0.000526778167114, 0.000400461867684, 0.000388896063669, 0.000274393241853, 0.000229848868912, 0.000241410903982, 0.000131396023789, 0.000170622923179, 0.000148760373122, 0.000157019021572, 0.000159339600941, 0.000128245781525, 0.000127793216961, 5.00396854477e-05, 1.86671131814e-05, 2.88575574814e-06, -683.875610352, 139.613479614, 23.051486969, 21.3844966888, 4.71715068817, 12.8949699402, -3.534512043, 7.95348930359, 3.28549337387, 8.56892681122, 4.60999393463, 3.93994307518, -0.293754458427, -34.7817955017, 111.377471924, -93.0898208618, 32.2109107971, -56.591999054, 20.1117362976, -29.1089782715, 8.24461841583, -9.24278926849, 2.88988733292, -11.6660680771, -3.57598733902, -10.7385444641, 85.0393981934, 1.26051032543, 4.93805456161, 0.478448331356, 14.8826570511, 1.79245853424, 0.603735089302]"
C9csuafKt7K,https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/450950406_489691036890695_572519093354236509_n.heic?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QFPYlvQ1myNR172dE-Zcn08XpVRdyBN1pxLOPmqLQp95BnB61nsBmXZ6qkdcLbrk5A&_nc_ohc=pX70Fu2nspMQ7kNvwG9mPzX&_nc_gid=S9D1sWYzM-oja1YiPLl1pQ&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzQxMjc5OTMwNzcyNTMzNjIzNQ%3D%3D.3-ccb7-5&oh=00_AfG--NN1NNcueRxkQ9yeWWX0RwF_XA4TGpFKBDTrTykogg&oe=6807900C&_nc_sid=fc8dfb,"[0.828798294067, 0.438654661179, 5.84988451004, 1431.75268555, 0.0571260266006, 7.01513051987, 2403.48046875, 15.0889587402, 0.581341564655, 12.7389526367, 4049384.75, 0.866971313953, 3.06332476612e-05, 0.00309726060368, 0.00217509130016, 0.000870979565661, 0.00194133853074, 0.00242978218012, 0.00147246161941, 0.00102579209488, 0.00168640504126, 0.000907134497538, 0.000529761484358, 0.000321513274685, 0.000357526500011, 0.00017103466962, 0.00010494369053, 0.000109545508167, 0.000123940291815, 0.000190861916053, 0.000153186309035, 0.000398015603423, 0.000237416228629, 0.000231047510169, 0.000172953936271, 9.85819497146e-05, 3.95468268835e-05, 6.26712562735e-06, 4.54083384227e-08, -781.991394043, 165.181091309, 11.5001907349, 17.1063938141, -11.114449501, 1.46658563614, 3.5999212265, 3.80544304848, -2.47358989716, 1.8874951601, -2.27597689629, -1.19961452484, 0.13101105392, -141.230651855, 130.37197876, -100.602882385, 13.3668813705, -60.6305999756, 5.62404298782, -23.2577362061, 4.26853895187, -20.339214325, -1.28219461441, -7.58862161636, -3.01933503151, -4.16535758972, 92.6068267822, 1.10708427429, 3.73792552948, 0.462944895029, 13.3130598068, 2.00979614258, 0.540674269199]"
